id,Район,Наименование организации,Сокращенное наименование,Адрес,Руководитель,Телефон,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,latitude,longitude
534,Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 42 Приморского района Санкт-Петербурга,ГБОУ гимназия № 42 Приморского района Санкт-Петербурга,"197349, г.Санкт-Петербург, проспект Сизова, дом 32, корпус 3, литера А",Хорунжая Татьяна Викторовна,8 (812) 393-12-48,8 (812) 393-12-48,Info.gym42@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814104805,1027807583968,30.275286,60.015678
535,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 43 с углубленным изучением иностранных языков «Лингвистическая школа» Приморского района Санкт-Петербурга,ГБОУ школа № 43 Приморского района Санкт-Петербурга,"197348, г.Санкт-Петербург, Серебристый бульвар, дом 9, корпус 2, литера А",Расторгуева Людмила Владимировна,8 (812) 417-63-02,8 (812) 417-63-02,Info.sch43@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814103819,1027807587609,30.283702,60.001809
536,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 45 с углублённым изучением математики Приморского района Санкт-Петербурга,ГБОУ школа № 45 Приморского района Санкт-Петербурга,"197349, г.Санкт-Петербург, улица Маршала Новикова, дом 8, корпус 2, литера А",Пискунович Оксана Андреевна,8 (812) 395-26-91,8 (812) 395-26-90,Primschool.45@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814059694,1027807568392,30.266249,60.011591
537,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 46 с углублённым изучением английского языка Приморского района Санкт-Петербурга,ГБОУ школа № 46 Приморского района Санкт-Петербурга,"197183, г.Санкт-Петербург, улица Савушкина, дом 61, литера А",Эйдемиллер Маргарита Николаевна,8 (812) 431-06-06,8 (812) 431-06-06,Sekr.sch46@obr.gov.spb.ru,Муниципальный округ Черная речка,7814101586,1027807584133,30.268789,59.984131
538,Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 49 Приморского района Санкт-Петербурга,ГБОУ гимназия № 49 Приморского района Санкт-Петербурга,"197082, г.Санкт-Петербург, Богатырский проспект, дом 55, корпус 3, литера А",Сёмочкина Фарида Фаридовна,8 (812) 246-18-98,8 (812) 246-18-98,Info.gim49@obr.gov.spb.ru,Муниципальный округ №65,7814029530,1037832009368,30.216365,60.007929
539,Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 52 Приморского района Санкт-Петербурга,ГБОУ гимназия № 52 Приморского района Санкт-Петербурга,"197348, г.Санкт-Петербург, Богатырский проспект, дом 7, корпус 4, литера А",Гузаева Ирина Владимировна,8 (812) 246-03-17,8 (812) 246-70-17,Gim52@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814103640,1027807586113,30.287058,60.002037
540,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 53 Приморского района Санкт-Петербурга,ГБОУ школа № 53 Приморского района Санкт-Петербурга,"197183, г.Санкт-Петербург, Школьная улица, дом 19, литера А",Максимова Елена Олеговна,8 (812) 242-31-66,8 (812) 242-31-66,Info.sch53@obr.gov.spb.ru,Муниципальный округ Черная речка,7814103625,1027807585607,30.284832,59.987995
541,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 55 Приморского района Санкт-Петербурга,ГБОУ школа № 55 Приморского района Санкт-Петербурга,"197350, г. Санкт-Петербург, Глухарская улица, дом 28, строение 1",Андреева Евгения Васильевна,8 (812) 246-34-67,8 (812) 246-34-68,55school@obr.gov.spb.ru,Муниципальный округ Коломяги,7814820870,1237800034416,30.232159,60.036582
542,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 57 Приморского района Санкт-Петербурга,ГБОУ школа № 57 Приморского района Санкт-Петербурга,"197341, г.Санкт-Петербург, аллея Поликарпова, дом 7, литера А",Сигаева Ирина Анатольевна,8 (812) 417-35-43,8 (812) 417-35-43,School57spb@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814101152,1027807587389,30.286448,60.008490
543,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 58 Приморского района Санкт-Петербурга,ГБОУ школа № 58 Приморского района Санкт-Петербурга,"197341, г.Санкт-Петербург, проспект Королева, дом 11, литера А",Ковтун Светлана Юрьевна,8 (812) 241-23-25,8 (812) 241-23-25,Uch.school58@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814103978,1027807588082,30.287829,60.011148
544,Приморский,Государственное бюджетное общеобразовательное учреждение школа № 59 Приморского района Санкт-Петербурга,ГБОУ школа № 59 Приморского района Санкт-Петербурга,"197349, г.Санкт-Петербург, Байконурская улица, дом 25, литера А",Морозова Татьяна Аркадьевна,8 (812) 394-59-36,8 (812) 394-59-32,School59spb@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814103791,1027807571967,30.280255,60.014154
545,Приморский,Государственное бюджетное общеобразовательное учреждение лицей № 64 Приморского района Санкт-Петербурга,ГБОУ лицей № 64 Приморского района Санкт-Петербурга,"197082, г.Санкт-Петербург, Богатырский проспект, дом 61, корпус 2, литера А",Прокофьева Татьяна Михайловна,8 (812) 246-03-64,8 (812) 246-03-64,Primschool-64@obr.gov.spb.ru,Муниципальный округ №65,7814028449,1027807581460,30.206112,60.008797
546,Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 66 Приморского района Санкт-Петербурга,ГБОУ гимназия № 66 Приморского района Санкт-Петербурга,"197348, г.Санкт-Петербург, Аэродромная улица, дом 11, корпус 2, литера А",Лазарева Алла Александровна,8 (812) 417-62-68,8 (812) 417-62-68,Info.gim66prim@obr.gov.spb.ru,Муниципальный округ Комендантский аэродром,7814100470,1027807583990,30.290381,59.998230
547,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 106 Приморского района Санкт-Петербурга,ГБОУ школа № 106 Приморского района Санкт-Петербурга,"197342, г.Санкт-Петербург, Сердобольская улица, дом 50-52, литера А",Стариков Юрий Сергеевич,8 (812) 417-54-95,8 (812) 417-54-95,Info.school106@obr.gov.spb.ru,Муниципальный округ Черная речка,7814100896,1027807578765,30.317479,59.989142
548,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 113 с углубленным изучением предметов информационно-технологического профиля Приморского района Санкт-Петербурга,ГБОУ школа № 113 Приморского района Санкт-Петербурга,"197342,г.Санкт-Петербург, Торжковская улица, дом 10, корпус 2, литера А",Гуськов Николай Васильевич,8 (812) 417-23-34,8 (812) 492-23-34,Sch113@obr.gov.spb.ru,Муниципальный округ Черная речка,7814103738,1027807583187,30.310296,59.990256
549,Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 116 Приморского района Санкт-Петербурга,ГБОУ гимназия № 116 Приморского района Санкт-Петербурга,"197342, г.Санкт-Петербург, Новосибирская улица, дом 16, корпус 2, литера А",Минцис Дмитрий Александрович,8 (812) 409-83-40,8 (812) 409-83-40,Mail.gymn116@obr.gov.spb.ru,Муниципальный округ Черная речка,7814042203,1027807582967,30.302237,59.991502
550,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 154 Приморского района Санкт-Петербурга,ГБОУ школа № 154 Приморского района Санкт-Петербурга,"197350, г.Санкт-Петербург, Шуваловский проспект, дом 37, корпус 2, строение 1",Михайлова Юлия Валерьевна,8 (812) 246-72-60,8 (812) 246-18-98,Primschool-154@obr.gov.spb.ru,Муниципальный округ Коломяги,7814789210,1217800057166,30.244865,60.032201
551,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 165 Приморского района Санкт-Петербурга,ГБОУ школа № 165 Приморского района Санкт-Петербурга,"197350, г.Санкт-Петербург, Комендантский проспект, дом 69, корпус 2, строение 1",Безбородая Ирина Николаевна,8 (812) 246-77-01,8 (812) 246-77-02,School-165@obr.gov.spb.ru,Муниципальный округ Коломяги,7814807847,1227800056571,30.224896,60.040453
552,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 199 Приморского района Санкт-Петербурга,ГБОУ школа № 199 Приморского района Санкт-Петербурга,"197082, г.Санкт-Петербург, улица Оптиков, дом 45, корпус 3, строение 1",И.о. директора Протасова Ольга Валерьевна,8 (812) 246-79-91,8 (812) 246-79-91,School199@obr.gov.spb.ru,Муниципальный округ № 65,7814788560,1217800048290,30.206183,60.003523
553,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 246 Приморского района Санкт-Петербурга,ГБОУ школа № 246 Приморского района Санкт-Петербурга,"197373, г.Санкт-Петербург, Нижне-Каменская улица, дом 2, литера А",Полякова Раиса Федоровна,8 (812) 491-77-10,8 (812) 491-77-25,Info246@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814351441,5067847266328,30.229782,60.028789
554,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 253 Приморского района Санкт-Петербурга имени капитана 1-го ранга П.И. Державина,ГБОУ школа № 253 Приморского района Санкт-Петербурга им. Капитана 1-го ранга П.И. Державина,"197375, г.Санкт-Петербург, Новоколомяжский проспект, дом 4, корпус 4, литера А",Фурсова Надежда Анатольевна,8 (812) 417-38-00,8 (812) 417-38-00,Info.sosh253@obr.gov.spb.ru,Муниципальный округ Коломяги,7814150826,1037832053665,30.298691,60.026806
555,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 320 Приморского района Санкт-Петербурга,ГБОУ школа № 320 Приморского района Санкт-Петербурга,"197082, г.Санкт-Петербург, улица Оптиков, дом 47, корпус 5, литера А",Черноус Ирина Борисовна,8 (812) 576-83-27,8 (812) 576-83-27,Prim.sch320@obr.gov.spb.ru,Муниципальный округ №65,7814443646,1097847218468,30.202593,60.005020
556,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 428 Приморского района Санкт-Петербурга,ГБОУ школа № 428 Приморского района Санкт-Петербурга,"197229, г.Санкт-Петербург, Юнтоловский проспект, дом 51, корпус 6, строение 1",Топехина Ольга Николаевна,8 (812) 246-79-50,8 (812) 246-79-51,Info.director.school428@obr.gov.spb.ru,Муниципальный округ Лахта-Ольгино,7814723682,1187847074843,30.146803,60.029388
557,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 438 Приморского района Санкт-Петербурга,ГБОУ школа № 438 Приморского района Санкт- Петербурга,"197755, г.Санкт-Петербург, поселок Лисий Нос, Новоцентральная улица, дом 21/7, литера А",Боякова Ирина Ивановна,8 (812) 417-97-06,8 (812) 434-97-06,Info.sch438@obr.gov.spb.ru,Муниципальный округ пос. Лисий Нос,7814104749,1027807587301,30.006772,60.009386
558,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 440 Приморского района Санкт-Петербурга имени П.В. Виттенбурга,ГБОУ школа № 440 имени П.В. Виттенбурга,"197229,  г.Санкт-Петербург, Хвойная улица, дом 35, литера А",И.о.директора Габай Зинаида Васильевна,8 (812) 417-62-42,8 (812) 417-62-42,Info.sch440@obr.gov.spb.ru,Муниципальный округ Лахта-Ольгино,7814104308,1027807591459,30.139743,60.000563
559,Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 540 Приморского района Санкт-Петербурга,ГБОУ гимназия № 540 Приморского района Санкт-Петербурга,"197345, г.Санкт-Петербург, улица Оптиков, дом 46, корпус 3, литера А",Ипатова Ирина Игоревна,8 (812) 417-57-70,8 (812) 417-57-70,Gbou540@obr.gov.spb.ru,Муниципальный округ №65,7814501873,1117847205189,30.204354,59.999123
560,Приморский,Государственное бюджетное общеобразовательное учреждение Лицей № 554 Приморского района Санкт-Петербурга,ГБОУ Лицей № 554 Приморского района Санкт-Петербурга,"197371,  г.Санкт-Петербург, Комендантский проспект, дом 21, корпус 3, литера А",Моногарова Ирина Ивановна,8 (812) 417-62-10,8 (812) 417-62-90,Primschool-554@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814103520,1027807593758,30.256880,60.014404
561,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 555 с углубленным изучением английского языка «Белогорье» Приморского района Санкт-Петербурга,ГБОУ школа № 555 «Белогорье» Приморского района Санкт-Петербурга,"197371, г.Санкт-Петербург, Комендантский проспект, дом 17, корпус 3, литера А",И.о. директора Мальцева Ольга Юрьевна,8 (812) 342-66-30,8 (812) 342-66-30,Info.school555@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814026995,1027807573200,30.259318,60.012763
562,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 573 Приморского района Санкт-Петербурга,ГБОУ школа № 573 Приморского района Санкт-Петербурга,"197373, г.Санкт-Петербург, Комендантский проспект, дом 64, корпус 5, строение 1",Назарова Ирина Владимировна,8 (812) 246-05-75,8 (812) 246-05-75,School573@obr.gov.spb.ru,Муниципальный округ Коломяги,7814777913,1207800084425,30.215187,60.038288
563,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 575 Приморского района Санкт-Петербурга,ГБОУ школа № 575 Приморского района Санкт-Петербурга,"197350, г. Санкт-Петербург, улица Лидии Зверевой, дом 3, корпус 2, строение 1",Касавцова Елена Александровна,8 (812) 246-78-01,8 (812) 246-78-01,Sch-575@obr.gov.spb.ru,Муниципальный округ Коломяги,7814789059,1217800055516,30.254172,60.038712
564,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 578 Приморского района Санкт-Петербурга,ГБОУ школа № 578 Приморского района Санкт-Петербурга,"197350, г.Санкт-Петербург, Комендантский проспект, дом 37, корпус 3, литера А",Зимина Елена Ивановна,8 (812) 306-70-78,8 (812) 306-70-78,Info.shk578@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814103505,1027807586234,30.244654,60.024721
565,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 579 Приморского района Санкт-Петербурга,ГБОУ школа № 579 Приморского района Санкт-Петербурга,"197373, г.Санкт-Петербург, проспект Авиаконструкторов, дом 21, корпус 2, литера А",Махотина Галина Евгеньевна,8 (812) 343-17-62,8 (812) 343-17-62,Info.sch579@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814066684,1027807570790,30.241019,60.018255
566,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 580 Приморского района Санкт-Петербурга,ГБОУ школа № 580 Приморского района Санкт-Петербурга,"197373, г.Санкт-Петербург, проспект Авиаконструкторов, дом 29, корпус 3, литера А",Петров Игорь Сергеевич,8 (812) 307-08-79,8 (812) 307-08-78,Adm.shk580@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814099859,1027807574827,30.240475,60.020569
567,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 581 с углубленным изучением технологии Приморского района Санкт-Петербурга,ГБОУ школа № 581 с углубленным изучением технологии Приморского района Санкт-Петербурга,"197373, г.Санкт-Петербург, проспект Авиаконструкторов, дом 22, корпус 1, литера А",Меиссе Ирина Олеговна,8 (812) 417-63-96,8 (812) 417-63-96,Info.gbou581@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814103745,1027807593703,30.232041,60.020461
568,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 582 с углубленным изучением английского и финского языков Приморского района Санкт-Петербурга,ГБОУ школа № 582 Приморского района Санкт-Петербурга,"197373, г.Санкт-Петербург, улица Ильюшина, дом 15, корпус 3, литера А",Потапова Людмила Леонидовна,8 (812) 417-22-17,8 (812) 417-22-17,Sekr.sch582@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814103985,1037832008466,30.240209,60.011390
569,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 583 Приморского района Санкт-Петербурга,ГБОУ школа № 583 Приморского района Санкт-Петербурга,"197373, г.Санкт-Петербург, проспект Авиаконструкторов, дом 14, литера А",Чередниченко Алла Васильевна,8 (812) 395-26-52,8 (812) 395-26-52,Primschool-583@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814104266,1037832007740,30.236929,60.016911
570,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 595 Приморского района Санкт-Петербурга,ГБОУ школа № 595 Приморского района Санкт-Петербурга,"197371, г.Санкт-Петербург, проспект Королёва, дом 47, корпус 2, литера А",Фролова Анна Сергеевна,8 (812) 306-99-89,8 (812) 306-99-89,School595@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814105037,1027807582461,30.254968,60.023508
571,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 596 с углубленным изучением французского языка Приморского района Санкт-Петербурга,ГБОУ школа №596 Приморского района Санкт-Петербурга,"197372,  г.Санкт-Петербург, Камышовая улица, дом 18, литера А",Шонина Наталья Вадимовна,8 (812) 417-27-13,8 (812) 417-27-90,School596@obr.gov.spb.ru,Муниципальный округ №65,7814104555,1037832012316,30.240742,60.005248
572,Приморский,Государственное бюджетное общеобразовательное учреждение Лицей № 597 Приморского района Санкт-Петербурга,ГБОУ Лицей № 597 Приморского района Санкт-Петербурга,"197341,  г.Санкт-Петербург, 3-я линия 1-й половины, дом 10а, литера А",Морачевская Екатерина Андреевна,8 (812) 246-07-02,8 (812) 246-07-02,Info.lic597@obr.gov.spb.ru,Муниципальный округ Коломяги,7814046310,1027807577467,30.295862,60.016872
573,Приморский,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 598 с углубленным изучением математики, химии и биологии Приморского района Санкт-Петербурга",ГБОУ школа № 598 Приморского района Санкт-Петербурга,"197372,  г.Санкт-Петербург, Ситцевая улица, дом 15, литера А",Трачук Евгения Федоровна,8 (812) 341-58-17,8 (812) 417-32-82,Info.sh598@obr.gov.spb.ru,Муниципальный округ №65,7814101882,1027807586586,30.238866,60.000833
574,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 600 с углубленным изучением английского языка Приморского района Санкт-Петербурга,ГБОУ школа № 600 Приморского района Санкт-Петербурга,"197374, г.Санкт-Петербург, Школьная улица, дом 114, корпус 3, литера А",Хорошева Ольга Александровна,8 (812) 344-58-88,8 (812) 344-58-88,Sch600@obr.gov.spb.ru,Муниципальный округ №65,7814046952,1027807585948,30.211730,59.990067
575,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 601 Приморского района Санкт-Петербурга,ГБОУ школа № 601 Приморского района Санкт-Петербурга,"197374, г.Санкт-Петербург, Приморский проспект, дом 143, корпус 3, литера А",Якимова Валерия Анатольевна,8 (812) 409-84-37,8 (812) 409-84-37,Info.school601@obr.gov.spb.ru,Муниципальный округ №65,7814101530,1027807586091,30.209441,59.985841
576,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 617 Приморского района Санкт-Петербурга,ГБОУ школа № 617 Приморского района Санкт-Петербурга,"197375,  г.Санкт-Петербург, улица Щербакова, дом 18, литера А",Смирнова Ольга Игоревна,8 (812) 304-63-21,8 (812) 304-63-21,Gbou617@obr.gov.spb.ru,Муниципальный округ Коломяги,7814103632,1027807587895,30.288067,60.026913
577,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 618 Приморского района Санкт-Петербурга,ГБОУ школа № 618 Приморского района Санкт-Петербурга,"197372, г.Санкт-Петербург, Гаккелевская улица, дом 24, литера А",Куцева Светлана Николаевна,8 (812) 395-43-07,8 (812) 395-43-06,Primschool618@obr.gov.spb.ru,Муниципальный округ №65,7814100180,1027807584023,30.254677,60.003366
578,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 630 Приморского района Санкт-Петербурга,ГБОУ школа № 630 Приморского района Санкт-Петербурга,"197345, г.Санкт-Петербург, Мебельная улица, дом 21, корпус 3, литера А",Иващенко Людмила Егоровна,8 (812) 246-04-10,8 (812) 246-04-10,Admin.sc630@obr.gov.spb.ru,Муниципальный округ №65,7814474845,1107847247694,30.214634,59.997242
579,Приморский,Государственное бюджетное общеобразовательное учреждение гимназия № 631 Приморского района Санкт-Петербурга,ГБОУ гимназия № 631 Приморского района Санкт-Петербурга,"197183, г.Санкт-Петербург, Школьная улица, дом 13, литера А",Топунова Марина Клайдовна,8 (812) 430-85-30,8 (812) 430-83-95,Gymn631@obr.gov.spb.ru,Муниципальный округ Черная речка,7814103777,1027807591965,30.290329,59.988679
580,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 632 Приморского района Санкт-Петербурга,ГБОУ школа № 632 Приморского района Санкт-Петербурга,"197375, г.Санкт-Петербург, Суздальское шоссе, дом 28, корпус 3, строение 1",Чеплевская Людмила Александровна,8 (812) 246-44-74,8 (812) 246-44-74,Sch632@obr.gov.spb.ru,Муниципальный округ Коломяги,7802688401,1197847080562,30.272186,60.057510
581,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 634 с углубленным изучением английского языка Приморского района Санкт-Петербурга,ГБОУ школа № 634 с углубленным изучением английского языка Приморского района Санкт-Петербурга,"197375, г.Санкт-Петербург, улица Щербакова, дом 16, литера А",И.о.директора Кожевникова Марина Александровна,8 (812) 241-31-04,8 (812) 241-31-05,Shkola634@obr.gov.spb.ru,Муниципальный округ Коломяги,7814096706,1027807573925,30.290391,60.026774
582,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 635 Приморского района Санкт-Петербурга,ГБОУ школа № 635 Приморского района Санкт-Петербурга,"197373, г.Санкт-Петербург, Планерная улица, дом 73, корпус 1, литера А",Пименова Екатерина Сергеевна,8 (812) 246-02-01,8 (812) 246-02-01,School635@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814103801,1027807585300,30.214959,60.025891
583,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 640 Приморского района Санкт-Петербурга,ГБОУ школа № 640 Приморского района Санкт-Петербурга,"197374, г.Санкт-Петербург, улица Савушкина, дом 111, корпус 2, литера А",Бернацкая Валентина Антоновна,8 (812) 431-04-18,8 (812) 431-04-18,Gbou640@obr.gov.spb.ru,Муниципальный округ №65,7814107002,1027807586740,30.237934,59.986657
584,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 644 Приморского района Санкт-Петербурга,ГБОУ школа № 644 Приморского района Санкт-Петербурга,"197227,  г.Санкт-Петербург, Богатырский проспект, дом 19, литера А",Петухова Тамара Веноровна,8 (812) 347-19-84,8 (812) 347-19-84,Petukhova.sh644@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814103897,1027807581493,30.260562,60.001762
585,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 655 Приморского района Санкт-Петербурга,ГБОУ школа № 655 Приморского района Санкт-Петербурга,"197082,  г.Санкт-Петербург, Богатырский проспект, дом 50, корпус 2, литера А",Белова Наталия Борисовна,8 (812) 576-83-84,8 (812) 576-83-84,Info.sch655@obr.gov.spb.ru,Муниципальный округ №65,7814453115,1099847000527,30.216558,60.003915
586,Приморский,Государственное бюджетное общеобразовательное учреждение школа № 657 Приморского района Санкт-Петербурга,ГБОУ школа № 657 Приморского района Санкт-Петербурга,"197350, г.Санкт-Петербург, Комендантский проспект, дом 29, корпус 2, литера А",Раева Елена Владимировна,8 (812) 417-24-24,8 (812) 417-25-61,Info.shkola657@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814066797,1027807587829,30.250633,60.020370
587,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 661 Приморского района Санкт-Петербурга,ГБОУ школа №661 Приморского района Санкт-Петербурга,"197082,  г.Санкт-Петербург, Яхтенная улица, дом 33, корпус 3, литера А",Данилова Елена Александровна,8 (812) 246-29-55,8 (812) 246-29-55,School661@obr.gov.spb.ru,Муниципальный округ №65,7814106224,1027807583132,30.228267,60.006690
588,Приморский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 683 Приморского района Санкт-Петербурга,ГБОУ школа № 683 Приморского района Санкт-Петербурга,"197374, г.Санкт-Петербург, Приморский проспект, дом 157, корпус 3, литера А",Дедина Светлана Анатольевна,8 (812) 345-21-52,8 (812) 345-54-35,School683@obr.gov.spb.ru,Муниципальный округ №65,7814106827,1027807585024,30.195580,59.986807
589,Приморский,Государственное бюджетное общеобразовательное учреждение для детей дошкольного и младшего школьного возраста начальная школа - детский сад №696 компенсирующего вида Приморского района Санкт-Петербурга,ГБОУ начальная школа - детский сад № 696 Приморского района Санкт-Петербурга,"197371, г.Санкт-Петербург, Долгоозерная улица, дом 11, корпус 2, литера А",Белоцкая Наталия Петровна,8 (812) 241-32-22,8 (812) 241-32-22,Gbou696@obr.gov.spb.ru,Муниципальный округ Озеро Долгое,7814031522,1037832007553,30.248335,60.015425
590,Приморский,Государственное бюджетное общеобразовательное учреждение «Морской лицей» Приморского района Санкт-Петербурга,ГБОУ «Морской лицей» Приморского района Санкт-Петербурга,"197350, г.Санкт-Петербург, Комендантский проспект, дом 53, корпус 2, строение 1",Головченко Юлия Владимировна,8 (812) 246-75-70,8 (812) 246-75-71,Morlits@obr.gov.spb.ru,Муниципальный округ Коломяги,7814789394,1217800059498,30.235747,60.030829
591,Приморский,Государственное бюджетное учреждение дополнительного образования Дом детского творчества Приморского района Санкт-Петербурга,ГБУ ДО ДДТ Приморского района Санкт-Петербурга,"197373, Санкт-Петербург, проспект Авиаконструкторов, дом 35, корпус 2, литер А",Голянич Элина Васильевна,8 (812) 307-55-88,8 (812) 307-55-88,Info.primddt@obr.gov.spb.ru,Муниципальный округ Юнтолово,7814103946,1027807588160,30.236757,60.021874
592,Приморский,Государственное бюджетное образовательное учреждение дополнительного образования детей Дом детства и юношества Приморского района Санкт-Петербурга,ГБУ ДО ДДЮ Приморского района Санкт-Петербурга,"197343, Санкт-Петербург, улица Омская, дом 9, литера А",Кравченко Анастасия Владимировна,8 (812) 246-29-43,8 (812) 246-29-41,Dduprim@obr.gov.spb.ru,Муниципальный округ Черная речка,7814104675,1027807587983,30.319895,59.994072
593,Приморский,Государственное бюджетное учреждение дополнительного образования Дворец творчества детей и молодежи «Молодежный творческий Форум Китеж плюс» Санкт-Петербурга,ГБУ ДО «Китеж плюс»,"197374, Санкт-Петербург, улица Школьная, дом 110, корпус 2, литер А",Кендыш Ирина Алексеевна,8 (812) 409-88-92,8 (812) 409-88-90,Kitplus@obr.gov.spb.ru,Муниципальный округ Черная речка,7814149838,1037832051069,30.215026,59.990667
594,Приморский,Государственное бюджетное учреждение дополнительного образования Центр музыкально-хореографического искусства «Эдельвейс» Приморского района Санкт-Петербурга,ГБУ ДО ЦИ «Эдельвейс»,"197372, Санкт-Петербург, улица Камышовая, дом 18, литер А",Поликарпова Ирина Владимировна,8 (812) 342-58-86,8 (812) 342-58-86,Showedel@obr.gov.spb.ru,Муниципальный округ №65,7814429401,1097847015243,30.240996,60.005312
595,Приморский,"Государственное бюджетное учреждение дополнительного образования центр психолого-педагогической, медицинской и социальной помощи Приморского района Санкт-Петербурга",ГБУ ДО ЦППМСП,"197183, Санкт-Петербург, набережная Чёрной речки, дом 16, литера А",Ковлер Дарья Сергеевна,8 (812) 409-83-56,8 (812) 409-83-59,Infopmsprim@obr.gov.spb.ru,Муниципальный округ Черная речка,7814104883,1027807582824,30.295351,59.989607
596,Красносельский,Государственное бюджетное общеобразовательное учреждение школа № 54 Красносельского района Санкт-Петербурга,ГБОУ №54,"198332, Санкт-Петербург, улица Маршала Казакова, дом 60, корпус 2",Никитина Ольга Петровна,374-50-54 617-48-28,374-50-54,school54spb@mail.ru,Южно-Приморский,7807079820,1157847167840,30.187279,59.862139
